index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
558,59,10,0,2,51.25,100,0,40,56.38
559,79,41,0,3,26.25,65.56,0,60,39.82
560,79,39,1,4,26.25,67.78,100,80,63.6
561,66,63,1,3,42.5,41.11,100,60,56.14
562,3,2,1,5,15,20,100,100,46.5
563,15,7,1,5,75,70,100,100,82.0
564,89,81,0,4,13.75,21.11,0,80,23.51
565,61,17,0,5,48.75,92.22,0,100,61.9
566,7,5,1,1,35,50,100,20,51.0
567,68,49,0,5,40.0,56.67,0,100,46.83
568,32,3,0,1,85.0,30,0,20,39.0
569,3,2,1,3,15,20,100,60,40.5
570,20,14,0,3,100,95.56,0,60,72.45
571,65,61,0,5,43.75,43.33,0,100,43.29
572,18,17,0,4,90,92.22,0,80,71.28
573,42,31,1,2,72.5,76.67,100,40,74.58
574,23,15,1,4,96.25,94.44,100,80,93.93
575,46,44,1,4,67.5,62.22,100,80,74.03
576,62,13,0,2,47.5,96.67,0,40,54.08
577,72,39,0,2,35.0,67.78,0,40,40.22
578,99,37,0,5,1.25,70.0,0,100,39.88
579,91,63,1,3,11.25,41.11,100,60,46.76
580,45,36,1,2,68.75,71.11,100,40,71.51
581,16,13,1,2,80,96.67,100,40,83.83
582,99,19,1,0,1.25,90.0,100,0,51.88
583,37,6,1,3,78.75,60,100,60,73.62
584,84,33,1,1,20.0,74.44,100,20,55.05
585,26,18,1,4,92.5,91.11,100,80,91.64
586,90,35,0,0,12.5,72.22,0,0,29.03
587,79,76,0,1,26.25,26.67,0,20,20.21
588,7,6,0,5,35,60,0,100,46.5
589,30,2,0,3,87.5,20,0,60,42.25
590,43,31,0,5,71.25,76.67,0,100,63.21
591,99,18,0,4,1.25,91.11,0,80,44.26
592,21,14,1,3,98.75,95.56,100,60,92.07
593,84,26,1,2,20.0,82.22,100,40,60.78
594,37,4,0,5,78.75,40,0,100,52.62
595,74,30,0,1,32.5,77.78,0,20,39.97
596,54,54,0,0,57.5,51.11,0,0,35.14
597,51,51,1,1,61.25,54.44,100,20,60.43
598,96,38,0,0,5.0,68.89,0,0,25.61
599,39,37,0,2,76.25,70.0,0,40,53.38
600,37,30,1,1,78.75,77.78,100,20,73.85
601,65,60,1,1,43.75,44.44,100,20,51.68
602,15,6,0,5,75,60,0,100,58.5
603,59,42,1,5,51.25,64.44,100,100,72.93
604,24,1,1,2,95.0,10,100,40,58.0
605,73,25,0,4,33.75,83.33,0,80,51.29
606,82,52,1,4,22.5,53.33,100,80,57.42
607,42,6,1,5,72.5,60,100,100,77.75
608,13,3,0,3,65,30,0,60,39.0
609,42,16,0,2,72.5,93.33,0,40,60.42
610,50,16,1,2,62.5,93.33,100,40,77.42
611,43,20,0,2,71.25,88.89,0,40,58.49
612,84,47,0,0,20.0,58.89,0,0,26.61
613,86,16,1,2,17.5,93.33,100,40,63.92
614,21,13,1,5,98.75,96.67,100,100,98.46
615,16,10,1,4,80,100,100,80,91.0
616,29,8,0,3,88.75,80,0,60,63.62
617,20,15,1,3,100,94.44,100,60,92.05
618,90,71,1,4,12.5,32.22,100,80,47.03
619,86,28,0,5,17.5,80.0,0,100,48.25
620,97,77,0,4,3.75,25.56,0,80,22.07
621,58,34,1,0,52.5,73.33,100,0,61.42
622,73,15,0,4,33.75,94.44,0,80,55.18
623,65,26,0,1,43.75,82.22,0,20,44.9
624,42,34,1,0,72.5,73.33,100,0,67.42
625,88,27,1,0,15.0,81.11,100,0,52.89
626,66,58,0,3,42.5,46.67,0,60,38.08
627,17,17,1,3,85,92.22,100,60,86.78
628,73,8,1,5,33.75,80,100,100,73.12
629,40,2,1,2,75.0,20,100,40,55.5
630,1,1,0,0,5,10,0,0,5.0
631,55,23,0,4,56.25,85.56,0,80,58.82
632,8,2,1,0,40,20,100,0,39.0
633,37,27,0,1,78.75,81.11,0,20,55.01
634,99,83,1,2,1.25,18.89,100,40,32.99
635,49,29,1,3,63.75,78.89,100,60,75.74
636,11,11,0,5,55,98.89,0,100,66.11
637,45,8,0,4,68.75,80,0,80,60.62
638,51,34,0,5,61.25,73.33,0,100,59.04
639,29,27,0,0,88.75,81.11,0,0,55.01
640,39,30,1,4,76.25,77.78,100,80,82.1
641,49,15,0,3,63.75,94.44,0,60,61.18
642,45,10,1,1,68.75,100,100,20,78.62
643,93,15,0,5,8.75,94.44,0,100,50.68
644,54,40,0,1,57.5,66.67,0,20,43.58
645,27,3,0,4,91.25,30,0,80,49.88
646,5,4,0,1,25,40,0,20,24.5
647,95,6,1,3,6.25,60,100,60,51.88
648,30,18,0,0,87.5,91.11,0,0,58.14
649,18,17,1,1,90,92.22,100,20,82.28
650,94,74,1,4,7.5,28.89,100,80,44.36
651,77,42,0,2,28.75,64.44,0,40,37.18
652,19,17,0,3,95,92.22,0,60,69.78
653,39,18,0,4,76.25,91.11,0,80,66.76
654,76,23,1,4,30.0,85.56,100,80,70.95
655,64,7,1,5,45.0,70,100,100,73.0
656,86,49,1,5,17.5,56.67,100,100,60.08
657,54,27,0,2,57.5,81.11,0,40,51.64
658,49,12,1,1,63.75,97.78,100,20,76.35
659,29,10,0,3,88.75,100,0,60,70.62
660,8,7,1,4,40,70,100,80,68.5
661,68,18,1,1,40.0,91.11,100,20,66.89
662,33,14,1,5,83.75,95.56,100,100,93.57
663,11,8,1,0,55,80,100,0,64.5
664,69,25,0,2,38.75,83.33,0,40,46.79
665,49,44,0,0,63.75,62.22,0,0,40.9
666,25,25,0,3,93.75,83.33,0,60,66.29
667,27,11,1,0,91.25,98.89,100,0,81.99
668,28,7,0,5,90.0,70,0,100,66.5
669,97,62,0,5,3.75,42.22,0,100,30.9
670,78,27,1,1,27.5,81.11,100,20,59.64
671,71,42,1,3,36.25,64.44,100,60,62.43
672,60,35,1,2,50.0,72.22,100,40,66.28
673,34,24,1,3,82.5,84.44,100,60,83.3
674,13,13,1,2,65,96.67,100,40,79.33
675,27,12,1,3,91.25,97.78,100,60,90.6
676,6,5,0,5,30,50,0,100,41.5
677,19,1,1,4,95,10,100,80,64.0
678,75,75,1,2,31.25,27.78,100,40,45.1
679,20,7,1,1,100,70,100,20,77.5
680,49,37,0,3,63.75,70.0,0,60,52.62
681,71,44,1,3,36.25,62.22,100,60,61.65
682,93,83,1,3,8.75,18.89,100,60,38.24
683,22,12,0,1,97.5,97.78,0,20,66.47
684,93,70,1,1,8.75,33.33,100,20,37.29
685,70,8,0,0,37.5,80,0,0,39.25
686,86,7,0,3,17.5,70,0,60,38.75
687,18,8,0,5,90,80,0,100,70.0
688,20,1,0,4,100,10,0,80,45.5
689,59,24,0,4,51.25,84.44,0,80,56.93
690,82,79,1,5,22.5,23.33,100,100,49.92
691,63,2,0,4,46.25,20,0,80,32.88
692,71,53,0,0,36.25,52.22,0,0,29.15
693,68,36,1,0,40.0,71.11,100,0,56.89
694,65,56,0,0,43.75,48.89,0,0,30.24
695,13,9,0,1,65,90,0,20,54.0
696,25,20,1,2,93.75,88.89,100,40,85.24
697,35,26,0,2,81.25,82.22,0,40,59.15
698,52,30,0,5,60.0,77.78,0,100,60.22
699,29,10,0,5,88.75,100,0,100,76.62
700,84,5,0,3,20.0,50,0,60,32.5
701,49,25,1,0,63.75,83.33,100,0,68.29
702,82,2,0,0,22.5,20,0,0,13.75
703,64,56,1,4,45.0,48.89,100,80,62.61
704,13,9,0,1,65,90,0,20,54.0
705,28,28,1,2,90.0,80.0,100,40,81.0
706,6,1,1,4,30,10,100,80,44.5
707,73,5,0,2,33.75,50,0,40,33.62
708,3,1,0,5,15,10,0,100,23.0
709,51,5,1,1,61.25,50,100,20,58.88
710,73,31,1,5,33.75,76.67,100,100,71.96
711,70,43,1,5,37.5,63.33,100,100,68.42
712,18,3,1,0,90,30,100,0,57.5
713,13,7,0,0,65,70,0,0,44.0
714,44,39,1,2,70.0,67.78,100,40,70.72
715,4,3,1,3,20,30,100,60,45.5
716,30,12,1,3,87.5,97.78,100,60,89.47
717,24,22,1,0,95.0,86.67,100,0,78.83
718,99,80,1,1,1.25,22.22,100,20,31.15
719,92,10,0,2,10.0,100,0,40,44.0
720,20,13,0,5,100,96.67,0,100,78.83
721,50,21,1,0,62.5,87.78,100,0,69.47
722,12,1,1,3,60,10,100,60,50.5
723,47,18,0,1,66.25,91.11,0,20,54.76
724,12,3,1,3,60,30,100,60,57.5
725,72,72,1,0,35.0,31.11,100,0,41.39
726,4,1,1,4,20,10,100,80,41.5
727,12,10,1,3,60,100,100,60,82.0
728,2,2,1,3,10,20,100,60,39.0
729,100,11,0,4,0.0,98.89,0,80,46.61
730,67,22,1,1,41.25,86.67,100,20,65.71
731,18,9,1,2,90,90,100,40,84.5
732,64,19,0,1,45.0,90.0,0,20,48.0
733,56,18,1,2,55.0,91.11,100,40,74.39
734,62,51,0,2,47.5,54.44,0,40,39.3
735,33,16,1,4,83.75,93.33,100,80,89.79
736,79,26,1,0,26.25,82.22,100,0,56.65
737,18,10,0,3,90,100,0,60,71.0
738,43,40,1,2,71.25,66.67,100,40,70.71
739,57,22,1,5,53.75,86.67,100,100,81.46
740,77,18,1,2,28.75,91.11,100,40,66.51
741,78,26,1,2,27.5,82.22,100,40,63.03
742,23,13,1,2,96.25,96.67,100,40,88.71
743,95,89,1,4,6.25,12.22,100,80,38.15
744,32,21,1,2,85.0,87.78,100,40,82.22
745,51,24,0,4,61.25,84.44,0,80,59.93
746,26,19,0,5,92.5,90.0,0,100,74.25
747,99,71,0,5,1.25,32.22,0,100,26.65
748,60,46,0,3,50.0,60.0,0,60,45.0
749,38,5,1,5,77.5,50,100,100,75.75
750,64,18,1,1,45.0,91.11,100,20,68.39
751,33,10,1,3,83.75,100,100,60,89.12
752,10,8,1,4,50,80,100,80,75.0
753,52,35,1,4,60.0,72.22,100,80,75.28
754,5,3,0,0,25,30,0,0,18.0
755,99,32,1,1,1.25,75.56,100,20,49.82
756,83,79,0,4,21.25,23.33,0,80,26.54
757,83,83,1,2,21.25,18.89,100,40,38.99
758,56,7,0,0,55.0,70,0,0,41.0
759,34,15,0,3,82.5,94.44,0,60,66.8
760,48,26,1,5,65.0,82.22,100,100,83.28
761,76,65,0,2,30.0,38.89,0,40,28.61
762,4,4,0,2,20,40,0,40,26.0
763,54,6,0,5,57.5,60,0,100,53.25
764,19,12,1,2,95,97.78,100,40,88.72
765,59,51,0,4,51.25,54.44,0,80,46.43
766,62,23,1,0,47.5,85.56,100,0,64.2
767,57,47,1,2,53.75,58.89,100,40,62.74
768,9,5,0,5,45,50,0,100,46.0
769,15,1,1,5,75,10,100,100,61.0
770,14,11,0,5,70,98.89,0,100,70.61
771,32,12,0,2,85.0,97.78,0,40,65.72
772,72,55,1,1,35.0,50.0,100,20,51.0
773,52,41,0,1,60.0,65.56,0,20,43.95
774,82,56,1,0,22.5,48.89,100,0,43.86
775,95,79,0,3,6.25,23.33,0,60,19.04
776,76,55,1,0,30.0,50.0,100,0,46.5
777,91,28,0,2,11.25,80.0,0,40,37.38
778,97,91,0,4,3.75,10.0,0,80,16.62
779,14,13,0,2,70,96.67,0,40,60.83
780,42,13,1,0,72.5,96.67,100,0,75.58
781,34,32,1,4,82.5,75.56,100,80,83.2
782,50,40,1,4,62.5,66.67,100,80,74.08
783,15,6,1,3,75,60,100,60,72.5
784,80,23,1,4,25.0,85.56,100,80,69.45
785,76,11,0,2,30.0,98.89,0,40,49.61
786,16,8,1,0,80,80,100,0,72.0
787,24,12,0,4,95.0,97.78,0,80,74.72
788,50,27,0,4,62.5,81.11,0,80,59.14
789,50,28,0,3,62.5,80.0,0,60,55.75
790,82,69,0,4,22.5,34.44,0,80,30.8
791,22,16,1,1,97.5,93.33,100,20,84.92
792,24,11,1,4,95.0,98.89,100,80,95.11
793,7,7,1,0,35,70,100,0,55.0
794,63,9,0,3,46.25,90,0,60,54.38
795,72,65,1,3,35.0,38.89,100,60,53.11
796,88,63,1,5,15.0,41.11,100,100,53.89
797,57,32,0,0,53.75,75.56,0,0,42.57
798,73,4,0,2,33.75,40,0,40,30.12
799,5,3,0,4,25,30,0,80,30.0
800,37,11,1,4,78.75,98.89,100,80,90.24
801,96,64,0,4,5.0,40.0,0,80,27.5
802,15,5,1,4,75,50,100,80,72.0
803,97,6,1,4,3.75,60,100,80,54.12
804,28,14,0,5,90.0,95.56,0,100,75.45
805,84,32,1,0,20.0,75.56,100,0,52.45
806,58,17,1,0,52.5,92.22,100,0,68.03
807,57,56,0,1,53.75,48.89,0,20,36.24
808,27,26,1,5,91.25,82.22,100,100,91.15
809,79,55,0,4,26.25,50.0,0,80,37.38
810,18,7,0,0,90,70,0,0,51.5
811,73,45,1,4,33.75,61.11,100,80,63.51
812,69,22,1,5,38.75,86.67,100,100,76.96
813,38,19,1,4,77.5,90.0,100,80,86.75
814,87,13,0,3,16.25,96.67,0,60,47.71
815,8,5,0,5,40,50,0,100,44.5
816,17,8,0,5,85,80,0,100,68.5
817,42,16,1,3,72.5,93.33,100,60,83.42
818,19,19,1,5,95,90.0,100,100,95.0
819,54,25,1,0,57.5,83.33,100,0,66.42
820,82,12,1,4,22.5,97.78,100,80,72.97
821,96,36,1,3,5.0,71.11,100,60,55.39
822,63,21,0,5,46.25,87.78,0,100,59.6
823,12,12,1,5,60,97.78,100,100,87.22
824,86,46,0,4,17.5,60.0,0,80,38.25
825,51,14,1,1,61.25,95.56,100,20,74.82
826,64,35,1,2,45.0,72.22,100,40,64.78
827,44,36,0,4,70.0,71.11,0,80,57.89
828,63,51,1,5,46.25,54.44,100,100,67.93
829,98,7,0,0,2.5,70,0,0,25.25
830,81,59,0,0,23.75,45.56,0,0,23.07
831,21,15,1,0,98.75,94.44,100,0,82.68
832,55,13,0,5,56.25,96.67,0,100,65.71
833,39,11,1,0,76.25,98.89,100,0,77.49
834,84,47,1,0,20.0,58.89,100,0,46.61
835,48,43,0,0,65.0,63.33,0,0,41.67
836,51,41,1,5,61.25,65.56,100,100,76.32
837,90,30,1,5,12.5,77.78,100,100,65.97
838,12,12,0,0,60,97.78,0,0,52.22
839,28,16,0,1,90.0,93.33,0,20,62.67
840,76,29,1,0,30.0,78.89,100,0,56.61
841,2,2,0,3,10,20,0,60,19.0
842,89,17,1,0,13.75,92.22,100,0,56.4
843,30,13,0,5,87.5,96.67,0,100,75.08
844,14,2,1,2,70,20,100,40,54.0
845,39,9,1,1,76.25,90,100,20,77.38
846,83,19,0,4,21.25,90.0,0,80,49.88
847,73,2,0,3,33.75,20,0,60,26.12
848,45,14,0,3,68.75,95.56,0,60,63.07
849,79,57,0,0,26.25,47.78,0,0,24.6
850,13,3,0,4,65,30,0,80,42.0
851,94,50,1,3,7.5,55.56,100,60,50.7
852,41,9,0,2,73.75,90,0,40,59.62
853,83,11,0,4,21.25,98.89,0,80,52.99
854,77,77,1,5,28.75,25.56,100,100,52.57
855,4,3,0,4,20,30,0,80,28.5
856,78,66,0,5,27.5,37.78,0,100,36.47
857,51,19,0,1,61.25,90.0,0,20,52.88
858,64,50,0,1,45.0,55.56,0,20,35.95
859,64,10,0,2,45.0,100,0,40,54.5
860,41,9,1,4,73.75,90,100,80,85.62
861,54,24,0,3,57.5,84.44,0,60,55.8
862,99,10,0,4,1.25,100,0,80,47.38
863,9,1,1,1,45,10,100,20,40.0
864,6,1,1,4,30,10,100,80,44.5
865,37,33,1,3,78.75,74.44,100,60,78.68
866,90,52,0,5,12.5,53.33,0,100,37.42
867,69,69,0,2,38.75,34.44,0,40,29.68
868,11,5,0,4,55,50,0,80,46.0
869,27,26,0,4,91.25,82.22,0,80,68.15
870,42,26,0,2,72.5,82.22,0,40,56.53
871,90,56,0,0,12.5,48.89,0,0,20.86
872,32,6,1,0,85.0,60,100,0,66.5
873,59,40,0,2,51.25,66.67,0,40,44.71
874,86,85,0,0,17.5,16.67,0,0,11.08
875,2,1,0,1,10,10,0,20,9.5
876,64,45,1,1,45.0,61.11,100,20,57.89
877,48,9,1,5,65.0,90,100,100,86.0
878,16,1,1,3,80,10,100,60,56.5
879,35,34,0,2,81.25,73.33,0,40,56.04
880,92,74,0,3,10.0,28.89,0,60,22.11
881,59,33,1,0,51.25,74.44,100,0,61.43
882,64,22,1,1,45.0,86.67,100,20,66.83
883,33,7,0,1,83.75,70,0,20,52.62
884,95,66,0,0,6.25,37.78,0,0,15.1
885,2,1,0,3,10,10,0,60,15.5
886,47,25,0,1,66.25,83.33,0,20,52.04
887,5,5,1,1,25,50,100,20,48.0
888,42,16,1,5,72.5,93.33,100,100,89.42
889,41,18,0,4,73.75,91.11,0,80,66.01
890,48,8,0,1,65.0,80,0,20,50.5
891,29,26,0,3,88.75,82.22,0,60,64.4
892,9,8,1,2,45,80,100,40,67.5
893,42,6,1,0,72.5,60,100,0,62.75
894,48,13,1,4,65.0,96.67,100,80,85.33
895,39,16,1,2,76.25,93.33,100,40,81.54
896,76,64,0,5,30.0,40.0,0,100,38.0
897,70,32,0,0,37.5,75.56,0,0,37.7
898,53,2,0,4,58.75,20,0,80,36.62
899,45,41,0,2,68.75,65.56,0,40,49.57
900,1,1,1,0,5,10,100,0,25.0
901,27,17,0,3,91.25,92.22,0,60,68.65
902,63,62,0,1,46.25,42.22,0,20,31.65
903,92,36,0,0,10.0,71.11,0,0,27.89
904,30,29,1,5,87.5,78.89,100,100,88.86
905,48,30,0,4,65.0,77.78,0,80,58.72
906,13,9,0,5,65,90,0,100,66.0
907,51,5,0,3,61.25,50,0,60,44.88
908,85,17,0,2,18.75,92.22,0,40,43.9
909,34,21,1,5,82.5,87.78,100,100,90.47
910,95,42,1,3,6.25,64.44,100,60,53.43
911,35,15,0,1,81.25,94.44,0,20,60.43
912,18,4,0,0,90,40,0,0,41.0
913,22,15,1,2,97.5,94.44,100,40,88.3
914,53,8,1,1,58.75,80,100,20,68.62
915,58,20,1,2,52.5,88.89,100,40,72.86
916,16,3,0,5,80,30,0,100,49.5
917,39,39,0,1,76.25,67.78,0,20,49.6
918,42,10,0,5,72.5,100,0,100,71.75
919,32,23,1,4,85.0,85.56,100,80,87.45
920,7,6,1,2,35,60,100,40,57.5
921,23,1,1,3,96.25,10,100,60,61.38
922,72,71,0,0,35.0,32.22,0,0,21.78
923,60,7,0,0,50.0,70,0,0,39.5
924,2,1,0,1,10,10,0,20,9.5
925,26,13,1,5,92.5,96.67,100,100,96.58
926,81,11,1,0,23.75,98.89,100,0,61.74
927,3,1,0,5,15,10,0,100,23.0
928,57,52,0,0,53.75,53.33,0,0,34.79
929,43,8,0,3,71.25,80,0,60,58.38
930,7,2,1,5,35,20,100,100,52.5
931,51,32,0,3,61.25,75.56,0,60,53.82
932,88,55,0,2,15.0,50.0,0,40,28.0
933,28,6,1,2,90.0,60,100,40,74.0
934,58,57,0,0,52.5,47.78,0,0,32.47
935,79,79,0,5,26.25,23.33,0,100,31.04
936,38,32,1,4,77.5,75.56,100,80,81.7
937,62,4,0,2,47.5,40,0,40,34.25
938,50,9,1,1,62.5,90,100,20,73.25
939,83,68,0,5,21.25,35.56,0,100,33.82
940,70,3,1,5,37.5,30,100,100,56.75
941,46,31,1,2,67.5,76.67,100,40,73.08
942,73,65,1,3,33.75,38.89,100,60,52.74
943,35,12,0,2,81.25,97.78,0,40,64.6
944,77,29,0,2,28.75,78.89,0,40,42.24
945,8,8,1,4,40,80,100,80,72.0
946,30,6,0,1,87.5,60,0,20,50.25
947,85,31,1,4,18.75,76.67,100,80,64.46
948,95,8,0,4,6.25,80,0,80,41.88
949,50,23,0,1,62.5,85.56,0,20,51.7
950,31,19,1,5,86.25,90.0,100,100,92.38
951,90,46,0,5,12.5,60.0,0,100,39.75
952,90,46,0,4,12.5,60.0,0,80,36.75
953,25,16,1,1,93.75,93.33,100,20,83.79
954,63,3,0,0,46.25,30,0,0,24.38
955,30,20,0,0,87.5,88.89,0,0,57.36
956,68,62,0,2,40.0,42.22,0,40,32.78
957,79,26,0,2,26.25,82.22,0,40,42.65
958,92,23,1,0,10.0,85.56,100,0,52.95
959,3,1,0,0,15,10,0,0,8.0
960,68,47,0,2,40.0,58.89,0,40,38.61
961,91,85,1,4,11.25,16.67,100,80,41.21
962,13,6,1,2,65,60,100,40,66.5
963,18,6,1,5,90,60,100,100,83.0
964,63,42,1,1,46.25,64.44,100,20,59.43
965,91,72,1,1,11.25,31.11,100,20,37.26
966,86,76,0,3,17.5,26.67,0,60,23.58
967,40,19,0,1,75.0,90.0,0,20,57.0
968,94,1,1,4,7.5,10,100,80,37.75
969,5,2,1,4,25,20,100,80,46.5
970,29,21,0,3,88.75,87.78,0,60,66.35
971,19,11,0,1,95,98.89,0,20,66.11
972,45,21,0,5,68.75,87.78,0,100,66.35
973,12,12,1,3,60,97.78,100,60,81.22
974,2,2,0,1,10,20,0,20,13.0
975,89,9,1,2,13.75,90,100,40,61.62
976,14,12,0,0,70,97.78,0,0,55.22
977,50,29,1,1,62.5,78.89,100,20,69.36
978,53,32,1,2,58.75,75.56,100,40,70.07
979,70,49,0,3,37.5,56.67,0,60,40.08
980,74,29,0,3,32.5,78.89,0,60,46.36
981,10,1,1,0,50,10,100,0,38.5
982,41,17,0,0,73.75,92.22,0,0,54.4
983,44,11,1,1,70.0,98.89,100,20,78.61
984,94,10,0,2,7.5,100,0,40,43.25
985,77,62,0,3,28.75,42.22,0,60,32.4
986,84,22,1,1,20.0,86.67,100,20,59.33
987,7,1,1,1,35,10,100,20,37.0
988,25,14,1,5,93.75,95.56,100,100,96.57
989,37,20,0,0,78.75,88.89,0,0,54.74
990,7,4,1,1,35,40,100,20,47.5
991,7,3,0,3,35,30,0,60,30.0
992,12,5,1,1,60,50,100,20,58.5
993,13,1,0,1,65,10,0,20,26.0
994,82,38,0,3,22.5,68.89,0,60,39.86
995,15,5,1,3,75,50,100,60,69.0
996,63,58,1,0,46.25,46.67,100,0,50.21
997,83,70,1,1,21.25,33.33,100,20,41.04
998,48,25,1,1,65.0,83.33,100,20,71.67
999,58,3,1,3,52.5,30,100,60,55.25
1000,60,17,0,2,50.0,92.22,0,40,53.28
1001,73,8,0,5,33.75,80,0,100,53.12
1002,86,13,0,5,17.5,96.67,0,100,54.08
1003,45,35,1,4,68.75,72.22,100,80,77.9
1004,30,18,0,3,87.5,91.11,0,60,67.14
1005,67,54,1,4,41.25,51.11,100,80,62.26
1006,31,16,1,0,86.25,93.33,100,0,78.54
1007,51,46,0,4,61.25,60.0,0,80,51.38
1008,74,67,0,0,32.5,36.67,0,0,22.58
1009,97,58,0,1,3.75,46.67,0,20,20.46
1010,28,26,0,1,90.0,82.22,0,20,58.78
1011,6,4,0,5,30,40,0,100,38.0
1012,56,13,0,4,55.0,96.67,0,80,62.33
1013,34,21,0,0,82.5,87.78,0,0,55.47
1014,50,36,1,4,62.5,71.11,100,80,75.64
1015,42,18,1,0,72.5,91.11,100,0,73.64
1016,90,80,1,0,12.5,22.22,100,0,31.53
1017,54,10,0,4,57.5,100,0,80,64.25
1018,76,75,0,0,30.0,27.78,0,0,18.72
1019,73,13,1,4,33.75,96.67,100,80,75.96
1020,45,27,1,3,68.75,81.11,100,60,78.01
1021,84,63,1,0,20.0,41.11,100,0,40.39
1022,23,9,1,1,96.25,90,100,20,83.38
1023,80,78,1,0,25.0,24.44,100,0,36.05
1024,51,22,0,0,61.25,86.67,0,0,48.71
1025,96,61,1,2,5.0,43.33,100,40,42.67
1026,3,2,1,2,15,20,100,40,37.5
1027,36,32,0,1,80.0,75.56,0,20,53.45
1028,18,10,1,2,90,100,100,40,88.0
1029,35,27,0,1,81.25,81.11,0,20,55.76
1030,57,14,1,5,53.75,95.56,100,100,84.57
1031,63,49,1,0,46.25,56.67,100,0,53.71
1032,66,21,0,2,42.5,87.78,0,40,49.47
1033,91,65,1,1,11.25,38.89,100,20,39.99
1034,100,68,0,1,0.0,35.56,0,20,15.45
1035,25,7,0,1,93.75,70,0,20,55.62
1036,5,4,0,2,25,40,0,40,27.5
1037,91,26,1,2,11.25,82.22,100,40,58.15
1038,60,33,1,5,50.0,74.44,100,100,76.05
1039,16,1,0,2,80,10,0,40,33.5
1040,63,39,1,1,46.25,67.78,100,20,60.6
1041,61,38,1,2,48.75,68.89,100,40,64.74
1042,21,9,0,2,98.75,90,0,40,67.12
1043,4,4,0,1,20,40,0,20,23.0
1044,74,28,0,5,32.5,80.0,0,100,52.75
1045,29,22,0,2,88.75,86.67,0,40,62.96
1046,84,53,0,5,20.0,52.22,0,100,39.28
1047,2,2,0,5,10,20,0,100,25.0
1048,23,20,0,1,96.25,88.89,0,20,62.99
1049,33,20,1,3,83.75,88.89,100,60,85.24
1050,49,23,1,2,63.75,85.56,100,40,75.07
1051,28,15,1,5,90.0,94.44,100,100,95.05
1052,67,51,0,0,41.25,54.44,0,0,31.43
1053,66,48,1,2,42.5,57.78,100,40,58.97
1054,88,14,1,0,15.0,95.56,100,0,57.95
1055,44,18,1,2,70.0,91.11,100,40,78.89
1056,34,20,0,1,82.5,88.89,0,20,58.86
1057,67,31,0,4,41.25,76.67,0,80,51.21
1058,52,43,1,5,60.0,63.33,100,100,75.17
1059,18,1,1,2,90,10,100,40,56.5
1060,34,27,1,3,82.5,81.11,100,60,82.14
1061,95,5,0,2,6.25,50,0,40,25.38
1062,93,92,0,5,8.75,8.89,0,100,20.74
1063,69,61,1,4,38.75,43.33,100,80,58.79
1064,39,11,0,2,76.25,98.89,0,40,63.49
1065,13,8,0,5,65,80,0,100,62.5
1066,34,12,1,5,82.5,97.78,100,100,93.97
1067,12,4,1,1,60,40,100,20,55.0
1068,96,40,1,2,5.0,66.67,100,40,50.83
1069,48,17,1,3,65.0,92.22,100,60,80.78
1070,16,16,0,5,80,93.33,0,100,71.67
1071,75,75,0,3,31.25,27.78,0,60,28.1
1072,25,17,0,5,93.75,92.22,0,100,75.4
1073,49,34,1,3,63.75,73.33,100,60,73.79
1074,7,7,0,1,35,70,0,20,38.0
1075,26,11,1,4,92.5,98.89,100,80,94.36
1076,59,10,1,5,51.25,100,100,100,85.38
1077,24,3,1,2,95.0,30,100,40,65.0
1078,81,23,1,5,23.75,85.56,100,100,72.07
1079,8,1,1,2,40,10,100,40,41.5
1080,27,25,0,4,91.25,83.33,0,80,68.54
1081,98,21,1,0,2.5,87.78,100,0,51.47
1082,17,14,1,3,85,95.56,100,60,87.95
1083,55,31,1,0,56.25,76.67,100,0,63.71
1084,5,5,0,5,25,50,0,100,40.0
1085,48,1,1,4,65.0,10,100,80,55.0
1086,25,1,0,5,93.75,10,0,100,46.62
1087,94,32,0,5,7.5,75.56,0,100,43.7
1088,45,20,0,0,68.75,88.89,0,0,51.74
1089,50,33,1,1,62.5,74.44,100,20,67.8
1090,9,1,1,2,45,10,100,40,43.0
1091,59,47,1,3,51.25,58.89,100,60,64.99
1092,88,18,1,3,15.0,91.11,100,60,65.39
1093,46,13,0,3,67.5,96.67,0,60,63.08
1094,3,1,0,5,15,10,0,100,23.0
1095,17,7,0,4,85,70,0,80,62.0
1096,65,22,0,2,43.75,86.67,0,40,49.46
1097,92,84,0,3,10.0,17.78,0,60,18.22
1098,82,33,0,4,22.5,74.44,0,80,44.8
1099,7,6,0,5,35,60,0,100,46.5
1100,3,1,0,3,15,10,0,60,17.0
1101,57,25,0,4,53.75,83.33,0,80,57.29
1102,33,31,0,1,83.75,76.67,0,20,54.96
1103,89,88,0,2,13.75,13.33,0,40,14.79
1104,54,43,0,5,57.5,63.33,0,100,54.42
1105,67,35,0,3,41.25,72.22,0,60,46.65
1106,14,9,0,2,70,90,0,40,58.5
1107,15,13,0,3,75,96.67,0,60,65.33
1108,26,20,0,2,92.5,88.89,0,40,64.86
1109,67,26,1,5,41.25,82.22,100,100,76.15
1110,53,19,0,0,58.75,90.0,0,0,49.12
1111,71,64,0,5,36.25,40.0,0,100,39.88
